"","CONTROL","transport_mode","journey_time","journey_distance","gender","income","age","transport_wide","percent_time"
"1451",17489,"Van",30,10,"male",0,43,"Personal_vehicle",2.08333333333333
"1452",17492,"Car",25,17,"female",0,16,"Personal_vehicle",1.73611111111111
"1453",17498,"Car",10,4,"male",30000,25,"Personal_vehicle",0.694444444444444
"1456",17512,"Car",20,12,"female",0,93,"Personal_vehicle",1.38888888888889
"1457",17514,"Truck",30,25,"male",57000,42,"Personal_vehicle",2.08333333333333
"1458",17517,"Car",15,15,"male",50000,26,"Personal_vehicle",1.04166666666667
"1459",17518,"Truck",30,26,"male",52000,32,"Personal_vehicle",2.08333333333333
"1460",17519,"Other",15,12,"female",0,24,"Other",1.04166666666667
"1461",17523,"Car",5,5,"male",6000,69,"Personal_vehicle",0.347222222222222
"1462",17524,"Car",15,10,"female",42000,38,"Personal_vehicle",1.04166666666667
"1463",17541,"Bus_Streetcar",45,20,"male",0,17,"Public_transit",3.125
"1464",17544,"Car",20,25,"female",46000,25,"Personal_vehicle",1.38888888888889
"1466",17551,"Truck",32,35,"male",22000,56,"Personal_vehicle",2.22222222222222
"1467",17552,"Car",15,5,"male",262070,50,"Personal_vehicle",1.04166666666667
"1468",17554,"Car",30,30,"female",40000,29,"Personal_vehicle",2.08333333333333
"1469",17556,"Car",20,10,"female",0,44,"Personal_vehicle",1.38888888888889
"1470",17559,"Car",15,20,"female",0,82,"Personal_vehicle",1.04166666666667
"1471",17561,"Car",25,15,"female",0,70,"Personal_vehicle",1.73611111111111
"1472",17563,"Car",25,14,"female",30000,27,"Personal_vehicle",1.73611111111111
"1474",17567,"Car",5,2,"female",12000,26,"Personal_vehicle",0.347222222222222
"1475",17569,"Car",10,3,"male",49000,24,"Personal_vehicle",0.694444444444444
"1476",17574,"Other",10,10,"male",10000,46,"Other",0.694444444444444
"1477",17576,"Bus_Streetcar",60,24,"female",0,24,"Public_transit",4.16666666666667
"1478",17578,"Truck",30,8,"male",35000,32,"Personal_vehicle",2.08333333333333
"1480",17587,"Car",20,6,"female",0,74,"Personal_vehicle",1.38888888888889
"1481",17588,"Car",20,15,"female",24000,36,"Personal_vehicle",1.38888888888889
"1482",17589,"Car",15,10,"female",12000,36,"Personal_vehicle",1.04166666666667
"1483",17592,"Car",10,3,"male",47000,42,"Personal_vehicle",0.694444444444444
"1484",17593,"Car",40,40,"male",42000,28,"Personal_vehicle",2.77777777777778
"1485",17594,"Van",5,2,"male",47000,50,"Personal_vehicle",0.347222222222222
"1486",17595,"Car",10,4,"male",39000,39,"Personal_vehicle",0.694444444444444
"1487",17596,"Works_home",NA,NA,"female",0,51,"Other",NA
"1488",17598,"Walked",1,0,"male",32000,35,"Other",0.0694444444444444
"1489",17599,"Car",7,7,"female",175000,29,"Personal_vehicle",0.486111111111111
"1490",17601,"Car",20,10,"female",10000,30,"Personal_vehicle",1.38888888888889
"1491",17602,"Car",7,3,"female",55000,42,"Personal_vehicle",0.486111111111111
"1492",17603,"Car",15,5,"male",2000,17,"Personal_vehicle",1.04166666666667
"1493",17604,"Car",10,1,"female",20000,28,"Personal_vehicle",0.694444444444444
"1494",17606,"Car",15,10,"female",20000,24,"Personal_vehicle",1.04166666666667
"1495",17608,"Car",10,5,"female",50000,32,"Personal_vehicle",0.694444444444444
"1496",17609,"Car",15,5,"female",35000,30,"Personal_vehicle",1.04166666666667
"1498",17612,"Bus_Streetcar",1,0,"female",0,82,"Public_transit",0.0694444444444444
"1499",17613,"Car",20,10,"male",0,22,"Personal_vehicle",1.38888888888889
"1500",17622,"Car",15,7,"female",107000,54,"Personal_vehicle",1.04166666666667
"1501",17623,"Other",15,3,"male",110000,38,"Other",1.04166666666667
"1503",17627,"Truck",15,5,"male",42000,43,"Personal_vehicle",1.04166666666667
"1504",17628,"Truck",15,4,"female",26000,50,"Personal_vehicle",1.04166666666667
"1505",17631,"Car",15,10,"female",12000,42,"Personal_vehicle",1.04166666666667
"1506",17635,"Truck",10,6,"male",35000,34,"Personal_vehicle",0.694444444444444
"1507",17637,"Railroad",30,6,"female",100000,54,"Public_transit",2.08333333333333
"1508",17638,"Truck",5,3,"male",130000,33,"Personal_vehicle",0.347222222222222
"1509",17639,"Works_home",NA,NA,"female",46000,39,"Other",NA
"1510",17640,"Car",10,5,"male",47000,76,"Personal_vehicle",0.694444444444444
"1511",17642,"Car",20,6,"female",127000,34,"Personal_vehicle",1.38888888888889
"1512",17644,"Walked",7,0,"male",160000,62,"Other",0.486111111111111
"1513",17645,"Car",15,4,"female",25000,49,"Personal_vehicle",1.04166666666667
"1514",17649,"Bus_Streetcar",90,15,"male",0,20,"Public_transit",6.25
"1515",17650,"Bicycle",6,1,"male",47000,36,"Other",0.416666666666667
"1517",17655,"Bus_Streetcar",40,7,"male",6000,41,"Public_transit",2.77777777777778
"1518",17656,"Car",20,3,"female",71000,59,"Personal_vehicle",1.38888888888889
"1519",17657,"Bicycle",7,1,"male",0,30,"Other",0.486111111111111
"1520",17660,"Car",10,10,"male",47000,26,"Personal_vehicle",0.694444444444444
"1521",17661,"Car",3,2,"female",125000,48,"Personal_vehicle",0.208333333333333
"1522",17666,"Car",10,1,"female",80000,37,"Personal_vehicle",0.694444444444444
"1523",17673,"Bicycle",6,1,"female",0,48,"Other",0.416666666666667
"1524",17674,"Car",15,5,"female",0,57,"Personal_vehicle",1.04166666666667
"1525",17676,"Car",25,4,"male",107000,29,"Personal_vehicle",1.73611111111111
"1526",17678,"Car",10,3,"female",29000,45,"Personal_vehicle",0.694444444444444
"1528",17680,"Car",5,3,"male",130000,56,"Personal_vehicle",0.347222222222222
"1530",17684,"Works_home",NA,NA,"male",120000,40,"Other",NA
"1532",17687,"Car",10,4,"female",25000,61,"Personal_vehicle",0.694444444444444
"1533",17691,"Car",60,60,"female",0,30,"Personal_vehicle",4.16666666666667
"1534",17692,"Car",5,2,"female",65000,52,"Personal_vehicle",0.347222222222222
"1536",17697,"Car",30,17,"female",0,29,"Personal_vehicle",2.08333333333333
"1537",17698,"Car",20,12,"female",61634,59,"Personal_vehicle",1.38888888888889
"1538",17699,"Truck",15,5,"female",20000,26,"Personal_vehicle",1.04166666666667
"1539",17703,"Car",10,5,"female",30000,43,"Personal_vehicle",0.694444444444444
"1540",17704,"Car",12,5,"female",60000,64,"Personal_vehicle",0.833333333333333
"1541",17706,"Bus_Streetcar",25,3,"male",64500,36,"Public_transit",1.73611111111111
"1542",17709,"Car",15,3,"female",5000,24,"Personal_vehicle",1.04166666666667
"1543",17711,"Truck",10,8,"male",35000,27,"Personal_vehicle",0.694444444444444
"1544",17717,"Car",5,2,"male",20000,24,"Personal_vehicle",0.347222222222222
"1545",17718,"Car",25,15,"male",5000,17,"Personal_vehicle",1.73611111111111
"1546",17720,"Truck",25,10,"female",24000,27,"Personal_vehicle",1.73611111111111
"1547",17721,"Car",15,2,"female",20000,38,"Personal_vehicle",1.04166666666667
"1548",17723,"Car",15,5,"female",42000,24,"Personal_vehicle",1.04166666666667
"1549",17724,"Car",2,1,"female",48000,32,"Personal_vehicle",0.138888888888889
"1550",17726,"Bicycle",5,0,"male",42000,41,"Other",0.347222222222222
"1552",17728,"Car",10,4,"female",50000,57,"Personal_vehicle",0.694444444444444
"1553",17729,"Truck",15,6,"female",29000,24,"Personal_vehicle",1.04166666666667
"1554",17731,"Van",30,10,"male",30000,38,"Personal_vehicle",2.08333333333333
"1555",17733,"Bus_Streetcar",40,6,"female",24000,26,"Public_transit",2.77777777777778
"1556",17738,"Truck",15,3,"female",45000,61,"Personal_vehicle",1.04166666666667
"1557",17740,"Walked",10,0,"male",52000,30,"Other",0.694444444444444
"1558",17742,"Bus_Streetcar",45,10,"female",0,58,"Public_transit",3.125
"1560",17749,"Car",20,18,"male",28000,26,"Personal_vehicle",1.38888888888889
"1561",17753,"Car",12,5,"male",10000,23,"Personal_vehicle",0.833333333333333
"1562",17759,"Car",10,5,"female",98000,51,"Personal_vehicle",0.694444444444444
"1563",17763,"Bicycle",25,3,"male",10000,24,"Other",1.73611111111111
"1564",17767,"Car",20,8,"male",15000,17,"Personal_vehicle",1.38888888888889
"1565",17771,"Bus_Streetcar",10,3,"male",36000,19,"Public_transit",0.694444444444444
"1566",17776,"Truck",15,15,"male",9000,51,"Personal_vehicle",1.04166666666667
"1567",17777,"Car",10,2,"female",40000,33,"Personal_vehicle",0.694444444444444
"1569",17783,"Car",40,35,"female",35000,33,"Personal_vehicle",2.77777777777778
"1571",17787,"Car",10,3,"male",50000,39,"Personal_vehicle",0.694444444444444
"1572",17793,"Car",15,15,"female",0,69,"Personal_vehicle",1.04166666666667
"1573",17796,"Car",12,12,"female",60000,59,"Personal_vehicle",0.833333333333333
"1574",17798,"Car",20,10,"female",30000,30,"Personal_vehicle",1.38888888888889
"1575",17800,"Bus_Streetcar",30,4,"male",30000,50,"Public_transit",2.08333333333333
"1576",17807,"Car",15,5,"male",20000,39,"Personal_vehicle",1.04166666666667
"1577",17819,"Truck",20,12,"female",30000,40,"Personal_vehicle",1.38888888888889
"1578",17824,"Walked",15,0,"male",4000,46,"Other",1.04166666666667
"1580",17829,"Car",1,0,"male",0,70,"Personal_vehicle",0.0694444444444444
"1581",17838,"Bus_Streetcar",10,2,"female",5000,27,"Public_transit",0.694444444444444
"1582",17841,"Walked",2,0,"female",50000,26,"Other",0.138888888888889
"1584",17844,"Truck",5,2,"female",70000,35,"Personal_vehicle",0.347222222222222
"1585",17853,"Car",5,2,"female",26000,31,"Personal_vehicle",0.347222222222222
"1586",17854,"Walked",1,0,"male",0,21,"Other",0.0694444444444444
"1587",17855,"Walked",5,0,"female",25000,43,"Other",0.347222222222222
"1588",17856,"Truck",4,1,"male",0,55,"Personal_vehicle",0.277777777777778
"1589",17858,"Walked",10,0,"male",22000,55,"Other",0.694444444444444
"1590",17862,"Car",15,7,"male",20000,52,"Personal_vehicle",1.04166666666667
"1591",17869,"Truck",45,36,"female",0,20,"Personal_vehicle",3.125
"1593",17872,"Car",10,3,"female",13000,17,"Personal_vehicle",0.694444444444444
"1594",17875,"Car",15,5,"female",20000,53,"Personal_vehicle",1.04166666666667
"1595",17876,"Car",15,6,"male",25000,25,"Personal_vehicle",1.04166666666667
"1596",17877,"Car",76,75,"male",135000,38,"Personal_vehicle",5.27777777777778
"1597",17878,"Car",15,10,"female",44000,28,"Personal_vehicle",1.04166666666667
"1598",17879,"Car",10,2,"female",5950,23,"Personal_vehicle",0.694444444444444
"1600",17883,"Walked",2,0,"female",1600,54,"Other",0.138888888888889
"1601",17885,"Car",10,10,"male",40000,54,"Personal_vehicle",0.694444444444444
"1602",17886,"Bus_Streetcar",15,3,"male",40000,39,"Public_transit",1.04166666666667
"1603",17890,"Bicycle",40,5,"female",36000,35,"Other",2.77777777777778
"1604",17901,"Walked",15,0,"female",3000,54,"Other",1.04166666666667
"1605",17903,"Truck",8,9,"female",0,86,"Personal_vehicle",0.555555555555556
"1606",17911,"Car",10,2,"male",30000,24,"Personal_vehicle",0.694444444444444
"1607",17912,"Car",5,4,"female",65000,50,"Personal_vehicle",0.347222222222222
"1608",17915,"Car",20,10,"female",91000,48,"Personal_vehicle",1.38888888888889
"1609",17918,"Truck",5,4,"male",100000,38,"Personal_vehicle",0.347222222222222
"1610",17919,"Other",10,1,"male",13000,17,"Other",0.694444444444444
"1611",17923,"Car",15,1,"male",75000,40,"Personal_vehicle",1.04166666666667
"1612",17924,"Car",10,3,"female",19000,40,"Personal_vehicle",0.694444444444444
"1613",17926,"Car",8,10,"female",50000,52,"Personal_vehicle",0.555555555555556
"1614",17928,"Car",15,6,"male",800,16,"Personal_vehicle",1.04166666666667
"1615",17929,"Car",10,3,"male",60000,48,"Personal_vehicle",0.694444444444444
"1616",17931,"Car",120,36,"female",19000,29,"Personal_vehicle",8.33333333333333
"1617",17938,"Car",15,7,"female",35000,74,"Personal_vehicle",1.04166666666667
"1618",17939,"Car",10,3,"male",3600,20,"Personal_vehicle",0.694444444444444
"1619",17940,"Car",15,9,"female",75000,38,"Personal_vehicle",1.04166666666667
"1620",17949,"Car",10,5,"female",24000,46,"Personal_vehicle",0.694444444444444
"1621",17950,"Car",15,6,"male",53000,61,"Personal_vehicle",1.04166666666667
"1623",17967,"Truck",15,2,"female",0,18,"Personal_vehicle",1.04166666666667
"1625",17976,"Car",20,6,"male",0,20,"Personal_vehicle",1.38888888888889
"1626",17978,"Car",20,20,"male",17000,40,"Personal_vehicle",1.38888888888889
"1627",17979,"Car",30,10,"male",13000,46,"Personal_vehicle",2.08333333333333
"1628",17984,"Car",15,10,"male",21000,36,"Personal_vehicle",1.04166666666667
"1629",17985,"Car",15,10,"male",10000,48,"Personal_vehicle",1.04166666666667
"1630",18009,"Works_home",NA,NA,"male",0,44,"Other",NA
"1632",18013,"Car",15,7,"female",4500,46,"Personal_vehicle",1.04166666666667
"1633",18015,"Car",5,3,"male",262070,33,"Personal_vehicle",0.347222222222222
"1634",18021,"Car",10,2,"female",23026,62,"Personal_vehicle",0.694444444444444
"1635",18023,"Motorcycle",20,10,"female",0,31,"Personal_vehicle",1.38888888888889
"1636",18025,"Bus_Streetcar",10,2,"male",45000,42,"Public_transit",0.694444444444444
"1637",18026,"Truck",10,6,"female",32000,37,"Personal_vehicle",0.694444444444444
"1638",18029,"Works_home",NA,NA,"female",0,47,"Other",NA
"1639",18030,"Car",10,3,"male",34000,24,"Personal_vehicle",0.694444444444444
"1641",18034,"Car",20,12,"male",18000,57,"Personal_vehicle",1.38888888888889
"1642",18041,"Car",20,12,"male",0,62,"Personal_vehicle",1.38888888888889
"1643",18045,"Walked",15,1,"female",40000,82,"Other",1.04166666666667
"1644",18049,"Car",6,5,"female",55000,46,"Personal_vehicle",0.416666666666667
"1645",18051,"Truck",5,3,"male",57000,33,"Personal_vehicle",0.347222222222222
"1646",18052,"Truck",20,15,"male",55000,28,"Personal_vehicle",1.38888888888889
"1647",18053,"Works_home",NA,NA,"male",0,26,"Other",NA
"1648",18054,"Car",15,6,"female",46000,51,"Personal_vehicle",1.04166666666667
"1649",18057,"Truck",15,10,"male",100000,49,"Personal_vehicle",1.04166666666667
"1650",18060,"Works_home",NA,NA,"male",40000,33,"Other",NA
"1651",18063,"Car",15,15,"female",0,82,"Personal_vehicle",1.04166666666667
"1652",18066,"Car",20,5,"female",51000,73,"Personal_vehicle",1.38888888888889
"1653",18069,"Van",20,8,"female",24000,46,"Personal_vehicle",1.38888888888889
"1654",18070,"Truck",30,10,"male",0,50,"Personal_vehicle",2.08333333333333
"1655",18071,"Truck",15,5,"male",0,40,"Personal_vehicle",1.04166666666667
"1656",18072,"Car",15,6,"female",45000,43,"Personal_vehicle",1.04166666666667
"1657",18082,"Car",15,10,"male",85000,33,"Personal_vehicle",1.04166666666667
"1658",18086,"Motorcycle",15,3,"male",40000,25,"Personal_vehicle",1.04166666666667
"1659",18087,"Car",10,10,"female",30000,43,"Personal_vehicle",0.694444444444444
"1660",18088,"Car",15,7,"female",45000,26,"Personal_vehicle",1.04166666666667
"1661",18089,"Truck",10,3,"female",70000,30,"Personal_vehicle",0.694444444444444
"1662",18091,"Truck",10,5,"female",27000,29,"Personal_vehicle",0.694444444444444
"1663",18092,"Truck",4,2,"male",60000,44,"Personal_vehicle",0.277777777777778
"1664",18093,"Car",10,1,"female",0,63,"Personal_vehicle",0.694444444444444
"1665",18097,"Truck",8,7,"female",51000,30,"Personal_vehicle",0.555555555555556
"1666",18098,"Car",20,10,"female",40000,62,"Personal_vehicle",1.38888888888889
"1667",18099,"Bus_Streetcar",15,10,"female",14000,47,"Public_transit",1.04166666666667
"1668",18100,"Car",15,5,"female",22000,57,"Personal_vehicle",1.04166666666667
"1669",18101,"Truck",10,2,"male",28500,51,"Personal_vehicle",0.694444444444444
"1670",18102,"Car",12,3,"male",0,54,"Personal_vehicle",0.833333333333333
"1671",18105,"Car",7,1,"male",0,23,"Personal_vehicle",0.486111111111111
"1672",18106,"Car",4,0,"female",0,62,"Personal_vehicle",0.277777777777778
"1673",18111,"Van",25,5,"male",0,73,"Personal_vehicle",1.73611111111111
"1674",18112,"Bus_Streetcar",45,4,"male",0,52,"Public_transit",3.125
"1675",18114,"Bus_Streetcar",5,2,"male",11000,50,"Public_transit",0.347222222222222
"1676",18115,"Bus_Streetcar",20,2,"male",15000,51,"Public_transit",1.38888888888889
"1677",18127,"Van",20,6,"female",23000,56,"Personal_vehicle",1.38888888888889
"1678",18129,"Car",30,40,"male",6500,66,"Personal_vehicle",2.08333333333333
"1679",18132,"Car",10,4,"female",70000,40,"Personal_vehicle",0.694444444444444
"1680",18134,"Car",10,3,"male",1000,22,"Personal_vehicle",0.694444444444444
"1681",18145,"Truck",7,7,"male",19000,17,"Personal_vehicle",0.486111111111111
"1682",18157,"Car",3,3,"male",45654,64,"Personal_vehicle",0.208333333333333
"1683",18165,"Walked",25,2,"male",5000,31,"Other",1.73611111111111
"1684",18172,"Works_home",NA,NA,"male",0,66,"Other",NA
"1685",18174,"Walked",2,0,"male",15000,35,"Other",0.138888888888889
"1686",18176,"Car",5,0,"male",102000,42,"Personal_vehicle",0.347222222222222
"1687",18181,"Car",25,18,"male",47000,61,"Personal_vehicle",1.73611111111111
"1689",18187,"Car",25,20,"male",6500,44,"Personal_vehicle",1.73611111111111
"1690",18191,"Car",15,1,"female",10620,65,"Personal_vehicle",1.04166666666667
"1691",18194,"Walked",8,0,"female",3000,23,"Other",0.555555555555556
"1692",18195,"Bicycle",10,2,"female",14000,25,"Other",0.694444444444444
"1693",18206,"Bicycle",15,2,"male",95000,50,"Other",1.04166666666667
"1694",18207,"Walked",15,1,"male",70000,43,"Other",1.04166666666667
"1695",18208,"Works_home",NA,NA,"male",15000,65,"Other",NA
"1696",18209,"Car",5,1,"male",0,69,"Personal_vehicle",0.347222222222222
"1698",18212,"Walked",10,0,"male",45000,54,"Other",0.694444444444444
"1699",18214,"Truck",10,2,"female",12000,51,"Personal_vehicle",0.694444444444444
"1700",18216,"Car",15,6,"female",0,23,"Personal_vehicle",1.04166666666667
"1701",18219,"Car",10,3,"male",45000,57,"Personal_vehicle",0.694444444444444
"1703",18221,"Car",3,1,"female",9375,57,"Personal_vehicle",0.208333333333333
"1705",18227,"Other",15,5,"female",50000,45,"Other",1.04166666666667
"1706",18228,"Car",15,5,"male",0,53,"Personal_vehicle",1.04166666666667
"1708",18235,"Car",5,3,"female",16000,23,"Personal_vehicle",0.347222222222222
"1709",18238,"Car",20,10,"female",0,24,"Personal_vehicle",1.38888888888889
"1710",18239,"Car",15,11,"male",12000,22,"Personal_vehicle",1.04166666666667
"1711",18243,"Car",10,3,"female",19142,57,"Personal_vehicle",0.694444444444444
"1712",18248,"Car",10,4,"female",24000,51,"Personal_vehicle",0.694444444444444
"1713",18251,"Walked",5,0,"male",1000,49,"Other",0.347222222222222
"1714",18254,"Car",20,10,"female",0,73,"Personal_vehicle",1.38888888888889
"1715",18258,"Car",20,10,"female",32000,61,"Personal_vehicle",1.38888888888889
"1716",18259,"Car",15,10,"female",0,20,"Personal_vehicle",1.04166666666667
"1718",18269,"Truck",10,0,"female",0,48,"Personal_vehicle",0.694444444444444
"1719",18270,"Motorcycle",8,5,"female",52000,54,"Personal_vehicle",0.555555555555556
"1720",18272,"Car",25,3,"female",36000,42,"Personal_vehicle",1.73611111111111
"1721",18286,"Car",5,5,"female",800,18,"Personal_vehicle",0.347222222222222
"1722",18291,"Bus_Streetcar",15,10,"male",0,28,"Public_transit",1.04166666666667
"1726",18307,"Car",20,6,"female",2500,76,"Personal_vehicle",1.38888888888889
"1727",18314,"Car",20,3,"female",12000,80,"Personal_vehicle",1.38888888888889
"1728",18319,"Car",25,15,"female",11000,49,"Personal_vehicle",1.73611111111111
"1729",18324,"Other",2,1,"female",0,55,"Other",0.138888888888889
"1730",18326,"Car",20,10,"female",13200,67,"Personal_vehicle",1.38888888888889
"1731",18343,"Van",15,5,"male",0,67,"Personal_vehicle",1.04166666666667
"1732",18345,"Truck",20,6,"female",0,19,"Personal_vehicle",1.38888888888889
"1733",18352,"Truck",10,8,"female",49000,49,"Personal_vehicle",0.694444444444444
"1734",18369,"Truck",20,10,"male",8000,70,"Personal_vehicle",1.38888888888889
"1735",18372,"Car",25,30,"male",0,18,"Personal_vehicle",1.73611111111111
"1736",18373,"Car",20,10,"male",0,80,"Personal_vehicle",1.38888888888889
"1737",18385,"Car",10,3,"male",40000,62,"Personal_vehicle",0.694444444444444
"1738",18386,"Truck",35,12,"male",0,30,"Personal_vehicle",2.43055555555556
"1739",18389,"Bicycle",20,3,"female",16500,33,"Other",1.38888888888889
"1740",18397,"Truck",20,15,"male",25000,49,"Personal_vehicle",1.38888888888889
"1741",18398,"Works_home",NA,NA,"male",0,65,"Other",NA
"1742",18416,"Truck",20,20,"female",0,70,"Personal_vehicle",1.38888888888889
"1743",18417,"Car",10,1,"female",35000,58,"Personal_vehicle",0.694444444444444
"1744",18426,"Truck",10,3,"female",50000,34,"Personal_vehicle",0.694444444444444
"1745",18430,"Truck",30,25,"male",0,70,"Personal_vehicle",2.08333333333333
"1746",18432,"Car",15,5,"female",40000,60,"Personal_vehicle",1.04166666666667
"1747",18434,"Truck",15,2,"female",95000,47,"Personal_vehicle",1.04166666666667
"1748",18437,"Other",10,5,"female",24000,52,"Other",0.694444444444444
"1749",18444,"Truck",25,7,"male",61000,39,"Personal_vehicle",1.73611111111111
"1750",18445,"Car",35,30,"male",75000,53,"Personal_vehicle",2.43055555555556
"1751",18452,"Car",10,6,"male",30000,36,"Personal_vehicle",0.694444444444444
"1752",18453,"Car",5,4,"male",0,29,"Personal_vehicle",0.347222222222222
"1753",18455,"Truck",45,15,"male",100000,61,"Personal_vehicle",3.125
"1754",18457,"Works_home",NA,NA,"female",0,51,"Other",NA
"1755",18459,"Bicycle",15,2,"male",30000,31,"Other",1.04166666666667
"1756",18465,"Bus_Streetcar",60,7,"female",15000,50,"Public_transit",4.16666666666667
"1757",18467,"Car",10,10,"female",26000,57,"Personal_vehicle",0.694444444444444
"1758",18480,"Car",25,25,"female",26000,62,"Personal_vehicle",1.73611111111111
"1759",18481,"Other",60,12,"female",0,71,"Other",4.16666666666667
"1760",18501,"Van",30,24,"male",5306,30,"Personal_vehicle",2.08333333333333
"1761",18507,"Truck",40,30,"female",15000,42,"Personal_vehicle",2.77777777777778
"1762",18523,"Car",15,4,"female",7000,52,"Personal_vehicle",1.04166666666667
"1763",18525,"Car",25,25,"female",50000,25,"Personal_vehicle",1.73611111111111
"1764",18526,"Car",30,20,"male",31000,28,"Personal_vehicle",2.08333333333333
"1766",18531,"Truck",15,5,"male",6792,55,"Personal_vehicle",1.04166666666667
"1767",18532,"Car",15,15,"male",64000,27,"Personal_vehicle",1.04166666666667
"1768",18533,"Car",15,10,"female",29000,25,"Personal_vehicle",1.04166666666667
"1769",18534,"Bus_Streetcar",30,4,"female",7000,39,"Public_transit",2.08333333333333
"1770",18536,"Car",15,15,"female",35000,50,"Personal_vehicle",1.04166666666667
"1771",18537,"Car",20,10,"male",26000,26,"Personal_vehicle",1.38888888888889
"1772",18538,"Truck",30,15,"male",0,59,"Personal_vehicle",2.08333333333333
"1773",18539,"Car",30,5,"female",0,19,"Personal_vehicle",2.08333333333333
"1777",18547,"Bus_Streetcar",20,4,"female",0,46,"Public_transit",1.38888888888889
"1778",18556,"Bus_Streetcar",30,10,"female",6000,21,"Public_transit",2.08333333333333
"1779",18562,"Car",10,1,"female",2000,24,"Personal_vehicle",0.694444444444444
"1780",18563,"Car",20,5,"female",0,20,"Personal_vehicle",1.38888888888889
"1781",18564,"Van",20,15,"female",65000,61,"Personal_vehicle",1.38888888888889
"1782",18567,"Car",30,5,"female",19000,31,"Personal_vehicle",2.08333333333333
"1783",18568,"Car",12,2,"female",13000,49,"Personal_vehicle",0.833333333333333
"1784",18570,"Works_home",NA,NA,"female",0,86,"Other",NA
"1785",18571,"Car",10,2,"female",32000,25,"Personal_vehicle",0.694444444444444
"1787",18576,"Car",60,24,"female",0,60,"Personal_vehicle",4.16666666666667
"1788",18581,"Car",15,4,"male",8000,20,"Personal_vehicle",1.04166666666667
"1790",18586,"Car",5,3,"female",21000,47,"Personal_vehicle",0.347222222222222
"1792",18592,"Truck",20,11,"male",15000,48,"Personal_vehicle",1.38888888888889
"1795",18595,"Car",5,3,"female",25000,47,"Personal_vehicle",0.347222222222222
"1796",18596,"Works_home",NA,NA,"male",75000,46,"Other",NA
"1797",18597,"Car",30,25,"female",0,62,"Personal_vehicle",2.08333333333333
"1798",18598,"Truck",30,20,"male",25000,59,"Personal_vehicle",2.08333333333333
"1799",18602,"Truck",5,3,"female",15900,64,"Personal_vehicle",0.347222222222222
"1800",18608,"Van",10,5,"male",25000,29,"Personal_vehicle",0.694444444444444
"1802",18610,"Car",5,1,"female",69000,54,"Personal_vehicle",0.347222222222222
"1803",18611,"Car",15,12,"female",8000,59,"Personal_vehicle",1.04166666666667
"1804",18612,"Car",20,10,"male",64000,66,"Personal_vehicle",1.38888888888889
"1805",18613,"Truck",30,25,"female",0,17,"Personal_vehicle",2.08333333333333
"1806",18616,"Works_home",NA,NA,"male",4000,61,"Other",NA
"1807",18617,"Car",15,15,"female",42000,17,"Personal_vehicle",1.04166666666667
"1808",18618,"Truck",30,15,"female",40000,40,"Personal_vehicle",2.08333333333333
"1809",18621,"Car",20,2,"female",26000,34,"Personal_vehicle",1.38888888888889
"1810",18624,"Car",15,6,"female",7200,36,"Personal_vehicle",1.04166666666667
"1811",18626,"Bus_Streetcar",35,13,"female",26000,32,"Public_transit",2.43055555555556
"1812",18627,"Car",5,1,"female",35000,52,"Personal_vehicle",0.347222222222222
"1813",18631,"Truck",35,25,"male",15000,59,"Personal_vehicle",2.43055555555556
"1814",18632,"Truck",20,6,"male",35000,43,"Personal_vehicle",1.38888888888889
"1815",18642,"Car",20,10,"female",30000,60,"Personal_vehicle",1.38888888888889
"1817",18644,"Car",25,13,"female",33300,61,"Personal_vehicle",1.73611111111111
"1820",18659,"Car",15,8,"female",45000,33,"Personal_vehicle",1.04166666666667
"1821",18660,"Truck",40,20,"female",0,45,"Personal_vehicle",2.77777777777778
"1822",18662,"Car",20,16,"female",25000,45,"Personal_vehicle",1.38888888888889
"1823",18664,"Car",15,9,"female",80000,31,"Personal_vehicle",1.04166666666667
"1824",18666,"Car",10,3,"male",0,19,"Personal_vehicle",0.694444444444444
"1825",18673,"Truck",35,33,"female",13000,52,"Personal_vehicle",2.43055555555556
"1826",18675,"Other",20,3,"male",30000,41,"Other",1.38888888888889
"1828",18678,"Car",15,7,"male",26000,28,"Personal_vehicle",1.04166666666667
"1829",18682,"Truck",15,12,"female",55000,43,"Personal_vehicle",1.04166666666667
"1830",18689,"Walked",90,5,"female",10150,55,"Other",6.25
"1831",18691,"Motorcycle",30,10,"male",33000,31,"Personal_vehicle",2.08333333333333
"1832",18692,"Car",15,10,"male",55000,40,"Personal_vehicle",1.04166666666667
"1834",18696,"Car",20,4,"male",24000,45,"Personal_vehicle",1.38888888888889
"1835",18698,"Car",45,2,"male",45000,47,"Personal_vehicle",3.125
"1836",18699,"Truck",20,7,"female",75000,44,"Personal_vehicle",1.38888888888889
"1837",18704,"Car",10,5,"male",52000,50,"Personal_vehicle",0.694444444444444
"1838",18713,"Car",15,5,"male",25000,20,"Personal_vehicle",1.04166666666667
"1839",18720,"Bus_Streetcar",20,6,"female",12000,29,"Public_transit",1.38888888888889
"1840",18724,"Car",25,15,"female",68000,31,"Personal_vehicle",1.73611111111111
"1842",18727,"Car",20,15,"male",57000,27,"Personal_vehicle",1.38888888888889
"1843",18728,"Bus_Streetcar",20,5,"male",70000,53,"Public_transit",1.38888888888889
"1844",18733,"Truck",10,10,"female",2304,66,"Personal_vehicle",0.694444444444444
